timestamp,rnti,e2_node,f1ap,slice_sd,slice_name,cqi,ri,dl_mcs,ul_mcs,pusch_snr_db,pusch_rsrp_db,phr,dl_brate_bps,ul_brate_bps,dl_nof_ok,dl_nof_nok,dl_latency_us,ul_latency_us,prb_min,prb_max,alloc_req_bps,sla_dl_target_bps
1780487862.068,61451,gnbd_001_001_00000213_1,1,1,PERFORMANCE,15,1,0,2,1.3,-0.1,0,0.0,762304.0,0,0,0,0,,,,300000
1780487862.068,61452,gnbd_001_001_00000213_1,2,2,BUSINESS,11,1,28,2,1.6,0,0,1045608.0,709424.0,73,0,0,0,,,,20000000
1780487862.068,61443,gnbd_001_001_00000213_2,0,3,CRITICAL,15,1,28,1,1.6,-0.2,0,75688.0,737288.0,48,0,0,0,,,,350000
1780487862.068,61445,gnbd_001_001_00000213_2,1,1,PERFORMANCE,15,1,28,4,1.6,-0.2,0,75304.0,599008.0,48,0,0,0,,,,300000
1780487862.068,61446,gnbd_001_001_00000213_2,2,2,BUSINESS,13,1,28,4,1.8,-0.2,0,74840.0,625880.0,46,0,0,0,,,,20000000
1780487862.068,61447,gnbd_001_001_00000213_3,0,3,CRITICAL,15,1,28,3,1.6,-0.1,0,83088.0,536184.0,53,0,0,0,,,,350000
1780487862.068,61448,gnbd_001_001_00000213_3,1,1,PERFORMANCE,15,1,0,3,1.5,-0.2,0,0.0,474912.0,0,0,0,0,,,,300000
1780487862.068,61450,gnbd_001_001_00000213_3,2,2,BUSINESS,15,1,28,3,1.3,-0.1,0,73368.0,495656.0,46,0,0,0,,,,20000000
1780487862.068,61441,gnbd_001_001_00000213_4,0,3,CRITICAL,15,1,0,5,1.3,-0.2,0,0.0,513720.0,0,0,0,0,,,,350000
1780487862.068,61442,gnbd_001_001_00000213_4,1,1,PERFORMANCE,15,1,28,5,2.0,-0.1,0,75560.0,597680.0,48,0,0,0,,,,300000
1780487862.068,61444,gnbd_001_001_00000213_4,2,3,CRITICAL,11,1,28,1,1.9,-0.1,0,113704.0,789168.0,76,0,0,0,,,,350000
1780487863.079,61449,gnbd_001_001_00000213_1,0,3,CRITICAL,15,1,0,1,1.3,-0.2,0,0.0,731344.0,0,0,0,0,,,,350000
1780487863.079,61451,gnbd_001_001_00000213_1,1,1,PERFORMANCE,15,1,0,2,1.3,-0.1,0,0.0,762304.0,0,0,0,0,,,,300000
1780487863.079,61452,gnbd_001_001_00000213_1,2,2,BUSINESS,11,1,28,2,1.6,0,0,1045608.0,709424.0,73,0,0,0,,,,20000000
1780487863.079,61443,gnbd_001_001_00000213_2,0,3,CRITICAL,15,1,28,1,1.6,-0.2,0,75688.0,737288.0,48,0,0,0,,,,350000
1780487863.079,61445,gnbd_001_001_00000213_2,1,1,PERFORMANCE,15,1,28,4,1.6,-0.2,0,75304.0,599008.0,48,0,0,0,,,,300000
1780487863.079,61446,gnbd_001_001_00000213_2,2,2,BUSINESS,13,1,28,4,1.8,-0.2,0,74840.0,625880.0,46,0,0,0,,,,20000000
1780487863.079,61447,gnbd_001_001_00000213_3,0,3,CRITICAL,15,1,28,3,1.6,-0.1,0,83088.0,536184.0,53,0,0,0,,,,350000
1780487863.079,61448,gnbd_001_001_00000213_3,1,1,PERFORMANCE,15,1,0,3,1.5,-0.2,0,0.0,474912.0,0,0,0,0,,,,300000
1780487863.079,61450,gnbd_001_001_00000213_3,2,2,BUSINESS,15,1,28,3,1.3,-0.1,0,73368.0,495656.0,46,0,0,0,,,,20000000
1780487863.079,61441,gnbd_001_001_00000213_4,0,3,CRITICAL,15,1,0,5,1.3,-0.2,0,0.0,513720.0,0,0,0,0,,,,350000
1780487863.079,61442,gnbd_001_001_00000213_4,1,1,PERFORMANCE,15,1,28,5,2.0,-0.1,0,75560.0,597680.0,48,0,0,0,,,,300000
1780487863.079,61444,gnbd_001_001_00000213_4,2,3,CRITICAL,11,1,28,1,1.9,-0.1,0,113704.0,789168.0,76,0,0,0,,,,350000
1780487864.085,61449,gnbd_001_001_00000213_1,0,3,CRITICAL,15,1,0,1,1.4,-0.1,0,0.0,750248.0,0,0,0,0,,,,350000
1780487864.085,61451,gnbd_001_001_00000213_1,1,1,PERFORMANCE,15,1,0,1,1.2,-0.1,0,0.0,779848.0,0,0,0,0,,,,300000
1780487864.085,61452,gnbd_001_001_00000213_1,2,2,BUSINESS,14,1,28,1,1.5,0,0,58752.0,737464.0,35,0,0,0,,,,20000000
1780487864.085,61443,gnbd_001_001_00000213_2,0,3,CRITICAL,15,1,28,1,1.6,-0.2,0,75688.0,737288.0,48,0,0,0,,,,350000
1780487864.085,61445,gnbd_001_001_00000213_2,1,1,PERFORMANCE,15,1,28,4,1.6,-0.2,0,75304.0,599008.0,48,0,0,0,,,,300000
1780487864.085,61446,gnbd_001_001_00000213_2,2,2,BUSINESS,13,1,28,4,1.8,-0.2,0,74840.0,625880.0,46,0,0,0,,,,20000000
1780487864.085,61447,gnbd_001_001_00000213_3,0,3,CRITICAL,15,1,28,3,1.6,-0.1,0,83088.0,536184.0,53,0,0,0,,,,350000
1780487864.085,61448,gnbd_001_001_00000213_3,1,1,PERFORMANCE,15,1,0,3,1.5,-0.2,0,0.0,474912.0,0,0,0,0,,,,300000
1780487864.085,61450,gnbd_001_001_00000213_3,2,2,BUSINESS,15,1,28,3,1.3,-0.1,0,73368.0,495656.0,46,0,0,0,,,,20000000
1780487864.085,61441,gnbd_001_001_00000213_4,0,3,CRITICAL,15,1,0,5,1.3,-0.2,0,0.0,513720.0,0,0,0,0,,,,350000
1780487864.085,61442,gnbd_001_001_00000213_4,1,1,PERFORMANCE,15,1,28,5,2.0,-0.1,0,75560.0,597680.0,48,0,0,0,,,,300000
1780487864.085,61444,gnbd_001_001_00000213_4,2,3,CRITICAL,11,1,28,1,1.9,-0.1,0,113704.0,789168.0,76,0,0,0,,,,350000
1780487865.094,61449,gnbd_001_001_00000213_1,0,3,CRITICAL,15,1,0,1,1.4,-0.1,0,0.0,750248.0,0,0,0,0,,,,350000
1780487865.094,61451,gnbd_001_001_00000213_1,1,1,PERFORMANCE,15,1,0,1,1.2,-0.1,0,0.0,779848.0,0,0,0,0,,,,300000
1780487865.094,61452,gnbd_001_001_00000213_1,2,2,BUSINESS,14,1,28,1,1.5,0,0,58752.0,737464.0,35,0,0,0,,,,20000000
1780487865.094,61443,gnbd_001_001_00000213_2,0,3,CRITICAL,15,1,28,1,1.7,-0.1,0,562016.0,779640.0,62,0,0,0,,,,350000
1780487865.094,61445,gnbd_001_001_00000213_2,1,1,PERFORMANCE,11,1,28,5,1.7,-0.2,0,64032.0,593160.0,39,0,0,0,,,,300000
1780487865.094,61446,gnbd_001_001_00000213_2,2,2,BUSINESS,15,1,28,4,1.5,-0.2,0,67768.0,635952.0,42,1,0,0,,,,20000000
1780487865.094,61447,gnbd_001_001_00000213_3,0,3,CRITICAL,15,1,28,3,1.5,-0.1,0,88656.0,538768.0,57,0,0,0,,,,350000
1780487865.094,61448,gnbd_001_001_00000213_3,1,1,PERFORMANCE,15,1,0,3,1.7,-0.2,0,0.0,539816.0,0,0,0,0,,,,300000
1780487865.094,61450,gnbd_001_001_00000213_3,2,2,BUSINESS,15,1,28,2,1.0,-0.1,0,71600.0,536832.0,42,0,0,0,,,,20000000
1780487865.094,61441,gnbd_001_001_00000213_4,0,3,CRITICAL,15,1,0,3,1.1,-0.3,0,0.0,537736.0,0,0,0,0,,,,350000
1780487865.094,61442,gnbd_001_001_00000213_4,1,1,PERFORMANCE,15,1,28,5,1.8,-0.1,0,65584.0,477800.0,41,0,0,0,,,,300000
