timestamp,rnti,cqi,ri,dl_mcs,ul_mcs,dl_brate_bps,ul_brate_bps,pusch_snr_db,pusch_rsrp_db,phr,dl_nof_ok,dl_nof_nok,dl_latency_us,ul_latency_us,prb_min,prb_max,slice_name,f1ap_id,du_type,imsi,time_s,dl_mbps,ul_mbps
1780302416.371,17921,14,1,26,27,519656.0,4458488.0,30.4,-19.3,0,138,1,0,0,2.0,50.0,CRITICAL,0.0,RF,001010000000005,0.0,0.5197,4.4585
1780302416.371,17922,9,1,16,27,133304.0,243200.0,29.0,-11.9,0,110,0,0,0,2.0,32.0,PERFORMANCE,1.0,RF,001010000000004,0.0,0.1333,0.2432
1780302416.371,17924,5,1,15,25,5436736.0,367400.0,28.3,-18.0,0,760,0,0,0,0.0,17.0,BUSINESS,2.0,RF,001010000000003,0.0,5.4367,0.3674
1780302416.371,61441,15,1,28,4,131088.0,1369376.0,2.9,-0.0,0,95,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,0.0,0.1311,1.3694
1780302416.371,61442,15,1,27,2,9464.0,22392.0,3.1,-0.0,0,7,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,0.0,0.0095,0.0224
1780302416.371,61443,15,1,28,5,282192.0,273856.0,4.1,0.0,0,206,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,0.0,0.2822,0.2739
1780302417.372,17921,15,1,26,27,528440.0,4514184.0,30.1,-20.1,0,136,3,0,0,2.0,50.0,CRITICAL,0.0,RF,001010000000005,1.001,0.5284,4.5142
1780302417.372,17922,9,1,15,27,137776.0,243200.0,29.8,-11.5,0,114,0,0,0,2.0,32.0,PERFORMANCE,1.0,RF,001010000000004,1.001,0.1378,0.2432
1780302417.372,17924,5,1,15,27,5897048.0,284928.0,28.5,-21.9,0,829,0,0,0,0.0,17.0,BUSINESS,2.0,RF,001010000000003,1.001,5.897,0.2849
1780302417.372,61441,15,1,28,4,138816.0,1342248.0,3.0,-0.0,0,101,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,1.001,0.1388,1.3422
1780302417.372,61442,15,1,27,3,7048.0,16584.0,2.9,0.0,0,5,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,1.001,0.007,0.0166
1780302417.372,61443,15,1,28,5,278128.0,259408.00000000003,4.2,0.0,0,206,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,1.001,0.2781,0.2594
1780302418.375,17921,15,1,26,27,515136.0,4408216.0,30.1,-19.9,0,133,2,0,0,2.0,50.0,CRITICAL,0.0,RF,001010000000005,2.004,0.5151,4.4082
1780302418.375,17922,9,1,16,27,143160.0,243200.0,30.2,-11.5,0,113,0,0,0,2.0,32.0,PERFORMANCE,1.0,RF,001010000000004,2.004,0.1432,0.2432
1780302418.375,17924,5,1,15,27,5298584.0,396480.0,29.4,-18.5,0,744,0,0,0,0.0,17.0,BUSINESS,2.0,RF,001010000000003,2.004,5.2986,0.3965
1780302418.375,61441,15,1,28,4,134624.0,1325504.0,2.9,-0.0,0,97,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,2.004,0.1346,1.3255
1780302418.375,61442,13,1,27,3,8400.0,21656.0,3.3,0.0,0,6,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,2.004,0.0084,0.0217
1780302418.375,61443,15,1,28,5,287248.0,254096.0,4.0,0.0,0,214,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,2.004,0.2872,0.2541
1780302419.376,17921,14,1,26,27,514984.00000000006,4472168.0,30.2,-19.9,0,137,2,0,0,2.0,50.0,CRITICAL,0.0,RF,001010000000005,3.005,0.515,4.4722
1780302419.376,17922,9,1,16,27,143408.0,245120.0,32.0,-11.4,0,114,3,0,0,2.0,32.0,PERFORMANCE,1.0,RF,001010000000004,3.005,0.1434,0.2451
1780302419.376,17924,5,1,15,25,6557552.0,300664.0,26.9,-20.7,0,913,0,0,0,0.0,17.0,BUSINESS,2.0,RF,001010000000003,3.005,6.5576,0.3007
1780302419.376,61441,15,1,28,4,139832.0,1317184.0,2.9,-0.0,0,97,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,3.005,0.1398,1.3172
1780302419.376,61442,15,1,27,3,8368.0,20384.0,2.4,0.0,0,6,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,3.005,0.0084,0.0204
1780302419.376,61443,15,1,28,6,304368.0,275704.0,4.5,0.0,0,226,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,3.005,0.3044,0.2757
1780302420.377,17921,15,1,26,27,519168.0,4461552.0,30.1,-20.3,0,131,1,0,0,2.0,50.0,CRITICAL,0.0,RF,001010000000005,4.006,0.5192,4.4616
1780302420.377,17922,9,1,15,27,139048.0,243200.0,32.6,-11.4,0,115,0,0,0,2.0,32.0,PERFORMANCE,1.0,RF,001010000000004,4.006,0.139,0.2432
1780302420.377,17924,5,1,15,26,5694504.0,380944.0,28.4,-20.3,0,798,0,0,0,0.0,17.0,BUSINESS,2.0,RF,001010000000003,4.006,5.6945,0.3809
1780302420.377,61441,15,1,28,4,130416.0,1340816.0,2.9,-0.0,0,95,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,4.006,0.1304,1.3408
1780302420.377,61442,15,1,27,3,9496.0,23296.0,2.7,0.0,0,7,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,4.006,0.0095,0.0233
1780302420.377,61443,11,1,28,5,292432.0,264872.0,3.8,0.0,0,218,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,4.006,0.2924,0.2649
1780302421.377,17921,15,1,26,27,532552.0,4566432.0,30.0,-20.3,0,140,0,0,0,2.0,50.0,CRITICAL,0.0,RF,001010000000005,5.006,0.5326,4.5664
1780302421.377,17922,9,1,16,27,144408.0,245120.0,32.6,-11.2,0,116,3,0,0,2.0,32.0,PERFORMANCE,1.0,RF,001010000000004,5.006,0.1444,0.2451
1780302421.377,17924,5,1,15,26,5599920.0,297024.0,27.5,-20.8,0,791,0,0,0,0.0,17.0,BUSINESS,2.0,RF,001010000000003,5.006,5.5999,0.297
1780302421.377,61441,15,1,27,4,134416.0,1350264.0,2.9,-0.0,0,99,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,5.006,0.1344,1.3503
1780302421.377,61442,15,1,27,2,9072.0,19328.0,2.8,0.0,0,6,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,5.006,0.0091,0.0193
1780302421.377,61443,15,1,28,5,290016.0,268040.0,3.9,0.0,0,216,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,5.006,0.29,0.268
1780302422.377,17921,14,1,26,27,537296.0,4633928.0,29.9,-20.4,0,144,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,6.006,0.5373,4.6339
1780302422.377,17922,9,1,15,27,140080.0,243200.0,32.1,-11.9,0,116,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,6.006,0.1401,0.2432
1780302422.377,17924,5,1,15,27,5308192.0,355352.0,28.2,-19.7,0,749,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,6.006,5.3082,0.3554
1780302422.377,61441,15,1,28,4,144728.0,1363048.0,2.5,-0.0,0,104,0,0,0,2.0,37.0,CRITICAL,0.0,ZMQ,001010000000006,6.006,0.1447,1.363
1780302422.377,61442,15,1,27,3,9752.0,25328.0,2.4,-0.0,0,7,0,0,0,2.0,37.0,PERFORMANCE,1.0,ZMQ,001010000000007,6.006,0.0098,0.0253
1780302422.377,61443,15,1,28,7,279024.0,258344.0,5.5,0.0,0,206,0,0,0,0.0,25.0,BUSINESS,2.0,ZMQ,001010000000008,6.006,0.279,0.2583
1780302423.381,17921,15,1,26,27,520752.0,4503288.0,29.9,-20.6,0,140,2,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,7.01,0.5208,4.5033
1780302423.381,17922,9,1,15,27,110976.0,238336.0,30.4,-12.1,0,104,1,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,7.01,0.111,0.2383
1780302423.381,17924,5,1,15,27,6642312.0,320768.0,29.7,-17.7,0,925,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,7.01,6.6423,0.3208
1780302423.381,61441,15,1,28,3,138000.0,1346120.0,2.5,-0.0,0,92,0,0,0,2.0,37.0,CRITICAL,0.0,ZMQ,001010000000006,7.01,0.138,1.3461
1780302423.381,61442,15,1,27,3,7144.0,21368.0,2.5,-0.0,0,5,0,0,0,2.0,37.0,PERFORMANCE,1.0,ZMQ,001010000000007,7.01,0.0071,0.0214
1780302423.381,61443,11,1,28,6,241880.0,228680.0,5.4,0.0,0,179,0,0,0,0.0,25.0,BUSINESS,2.0,ZMQ,001010000000008,7.01,0.2419,0.2287
1780302424.382,17921,15,1,27,27,530288.0,4502784.0,30.1,-20.3,0,136,1,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,8.011,0.5303,4.5028
1780302424.382,17922,9,1,15,27,98880.0,243200.0,32.2,-13.0,0,100,1,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,8.011,0.0989,0.2432
1780302424.382,17924,5,1,15,27,6373992.0,396976.0,29.9,-16.6,0,889,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,8.011,6.374,0.397
1780302424.382,61441,15,1,28,3,138856.0,1311472.0,2.6,-0.0,0,102,0,0,0,2.0,37.0,CRITICAL,0.0,ZMQ,001010000000006,8.011,0.1389,1.3115
1780302424.382,61442,13,1,27,3,10944.0,24416.0,3.1,0.0,0,8,0,0,0,2.0,37.0,PERFORMANCE,1.0,ZMQ,001010000000007,8.011,0.0109,0.0244
1780302424.382,61443,15,1,28,6,199232.0,204864.0,4.9,0.0,0,148,0,0,0,0.0,25.0,BUSINESS,2.0,ZMQ,001010000000008,8.011,0.1992,0.2049
1780302425.382,17921,15,1,27,27,543552.0,4624448.0,30.1,-20.4,0,148,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,9.011,0.5436,4.6244
1780302425.382,17922,9,1,15,27,98560.0,238336.0,33.2,-12.6,0,100,1,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,9.011,0.0986,0.2383
1780302425.382,17924,5,1,15,27,3790592.0,214912.0,30.3,-16.1,0,572,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,9.011,3.7906,0.2149
1780302425.382,61441,15,1,28,3,138856.0,1311472.0,2.6,-0.0,0,102,0,0,0,2.0,37.0,CRITICAL,0.0,ZMQ,001010000000006,9.011,0.1389,1.3115
1780302425.382,61442,13,1,27,3,10944.0,24416.0,3.1,0.0,0,8,0,0,0,2.0,37.0,PERFORMANCE,1.0,ZMQ,001010000000007,9.011,0.0109,0.0244
1780302425.382,61443,15,1,28,6,199232.0,204864.0,4.9,0.0,0,148,0,0,0,0.0,25.0,BUSINESS,2.0,ZMQ,001010000000008,9.011,0.1992,0.2049
1780302426.382,17921,15,1,26,27,529088.0,4440928.0,30.1,-20.2,0,138,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,10.011,0.5291,4.4409
1780302426.382,17922,9,1,15,27,96144.0,233472.0,32.5,-13.0,0,98,3,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,10.011,0.0961,0.2335
1780302426.382,17924,5,1,15,27,5062408.0,368904.0,30.5,-13.5,0,728,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,10.011,5.0624,0.3689
1780302426.382,61441,15,1,28,3,123656.0,1238208.0,2.6,-0.0,0,90,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,10.011,0.1237,1.2382
1780302426.382,61442,15,1,27,3,7016.0,14048.0,2.8,-0.0,0,5,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,10.011,0.007,0.014
1780302426.382,61443,15,1,28,6,205168.0,206576.0,5.0,0.0,0,154,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,10.011,0.2052,0.2066
1780302427.384,17921,15,1,26,27,534896.0,4519040.0,30.1,-20.1,0,142,3,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,11.013,0.5349,4.519
1780302427.384,17922,9,1,15,27,96760.0,238336.0,31.9,-12.7,0,99,2,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,11.013,0.0968,0.2383
1780302427.384,17924,5,1,15,27,7219200.0,338432.0,31.2,-14.5,0,1000,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,11.013,7.2192,0.3384
1780302427.384,61441,15,1,28,3,139192.0,1309776.0,2.7,-0.0,0,97,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,11.013,0.1392,1.3098
1780302427.384,61442,15,1,28,2,8656.0,20720.0,2.6,0.0,0,6,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,11.013,0.0087,0.0207
1780302427.384,61443,15,1,28,5,199304.0,202208.0,4.4,0.0,0,149,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,11.013,0.1993,0.2022
1780302428.385,17921,14,1,25,27,532424.0,4601024.0,30.3,-19.8,0,144,1,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,12.014,0.5324,4.601
1780302428.385,17922,9,1,15,27,97584.0,243200.0,32.1,-12.9,0,100,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,12.014,0.0976,0.2432
1780302428.385,17924,5,1,15,27,5907904.0,375680.0,31.9,-14.1,0,830,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,12.014,5.9079,0.3757
1780302428.385,61441,13,1,28,3,138160.0,1283872.0,2.8,-0.0,0,95,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,12.014,0.1382,1.2839
1780302428.385,61442,15,1,27,3,9464.0,22552.0,3.6,0.0,0,7,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,12.014,0.0095,0.0226
1780302428.385,61443,15,1,28,5,208256.0,220840.0,4.2,0.0,0,156,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,12.014,0.2083,0.2208
1780302429.387,17921,14,1,26,27,506456.0,4609848.0,30.2,-20.3,0,132,2,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,13.016,0.5065,4.6098
1780302429.387,17922,9,1,15,27,99736.0,243200.0,32.4,-12.9,0,101,1,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,13.016,0.0997,0.2432
1780302429.387,17924,5,1,15,27,5933680.0,293760.0,31.6,-14.8,0,833,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,13.016,5.9337,0.2938
1780302429.387,61441,15,1,28,3,124544.0,1247336.0,2.8,-0.0,0,92,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,13.016,0.1245,1.2473
1780302429.387,61442,11,1,27,3,8368.0,22168.0,3.3,0.0,0,6,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,13.016,0.0084,0.0222
1780302429.387,61443,15,1,28,5,216720.0,221320.0,4.1,0.0,0,162,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,13.016,0.2167,0.2213
1780302430.387,17921,15,1,26,27,548000.0,4586928.0,30.0,-20.3,0,147,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,14.016,0.548,4.5869
1780302430.387,17922,9,1,15,27,98832.0,243200.0,29.4,-13.1,0,100,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,14.016,0.0988,0.2432
1780302430.387,17924,5,1,15,25,5688640.0,321408.0,26.3,-19.4,0,802,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,14.016,5.6886,0.3214
1780302430.387,61441,15,1,28,3,128224.0,1240064.0,2.8,-0.0,0,93,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,14.016,0.1282,1.2401
1780302430.387,61442,15,1,27,3,9496.0,23576.0,3.7,0.0,0,7,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,14.016,0.0095,0.0236
1780302430.387,61443,15,1,28,5,208696.0,206664.0,4.1,0.0,0,155,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,14.016,0.2087,0.2067
1780302431.389,17921,15,1,27,27,535400.0,4554512.0,30.0,-20.4,0,138,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,15.018,0.5354,4.5545
1780302431.389,17922,9,1,15,27,95880.0,233472.0,31.0,-13.1,0,97,3,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,15.018,0.0959,0.2335
1780302431.389,17924,5,1,15,26,6510992.0,284160.0,27.7,-18.6,0,909,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,15.018,6.511,0.2842
1780302431.389,61441,11,1,28,3,138384.0,1281768.0,2.9,-0.0,0,96,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,15.018,0.1384,1.2818
1780302431.389,61442,13,1,27,3,8368.0,19488.0,3.9,0.0,0,6,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,15.018,0.0084,0.0195
1780302431.389,61443,15,1,28,5,203064.0,209504.0,4.0,0.0,0,151,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,15.018,0.2031,0.2095
1780302432.39,17921,15,1,27,27,531800.0,4652488.0,30.1,-19.9,0,141,1,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,16.019,0.5318,4.6525
1780302432.39,17922,9,1,15,27,98288.0,243072.0,29.9,-13.7,0,100,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,16.019,0.0983,0.2431
1780302432.39,17924,5,1,15,26,6260248.0,376112.0,28.1,-18.0,0,878,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,16.019,6.2602,0.3761
1780302432.39,61441,15,1,28,4,141648.0,1279512.0,3.0,-0.0,0,103,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,16.019,0.1416,1.2795
1780302432.39,61442,13,1,27,3,10264.0,20536.0,3.4,-0.0,0,7,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,16.019,0.0103,0.0205
1780302432.39,61443,15,1,28,5,208736.0,209760.0,4.0,0.0,0,156,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,16.019,0.2087,0.2098
1780302433.395,17921,15,1,27,27,545256.0,4489800.0,30.3,-19.7,0,143,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,17.024,0.5453,4.4898
1780302433.395,17922,9,1,15,27,93888.0,233472.0,32.2,-13.7,0,96,3,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,17.024,0.0939,0.2335
1780302433.395,17924,5,1,15,26,6120360.0,281344.0,28.7,-17.0,0,858,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,17.024,6.1204,0.2813
1780302433.395,61441,15,1,28,4,137032.0,1316240.0,3.0,-0.0,0,95,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,17.024,0.137,1.3162
1780302433.395,61442,11,1,27,2,7016.0,16120.000000000002,2.8,0.0,0,5,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,17.024,0.007,0.0161
1780302433.395,61443,15,1,28,5,207800.0,209944.0,4.2,0.0,0,155,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,17.024,0.2078,0.2099
1780302434.393,17921,15,1,27,27,534040.0,4636368.0,30.2,-20.2,0,143,1,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,18.022,0.534,4.6364
1780302434.393,17922,9,1,15,27,93424.0,233472.0,29.9,-13.1,0,97,3,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,18.022,0.0934,0.2335
1780302434.393,17924,5,1,15,27,6448952.0,474168.0,30.8,-14.1,0,899,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,18.022,6.449,0.4742
1780302434.393,61441,13,1,28,4,133240.0,1309512.0,2.9,-0.0,0,96,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,18.022,0.1332,1.3095
1780302434.393,61442,15,1,27,3,9592.0,21784.0,3.4,0.0,0,7,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,18.022,0.0096,0.0218
1780302434.393,61443,15,1,28,4,206120.0,201152.0,4.3,0.0,0,153,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,18.022,0.2061,0.2012
1780302435.394,17921,15,1,27,27,517592.0,4649808.0,30.1,-20.4,0,133,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,19.023,0.5176,4.6498
1780302435.394,17922,9,1,14,27,94704.0,242816.0,29.5,-12.7,0,100,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,19.023,0.0947,0.2428
1780302435.394,17924,5,1,15,27,5544904.0,463080.0,30.6,-12.9,0,784,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,19.023,5.5449,0.4631
1780302435.394,61441,15,1,28,4,142552.0,1334456.0,3.0,-0.0,0,101,0,0,0,2.0,34.0,CRITICAL,0.0,ZMQ,001010000000006,19.023,0.1426,1.3345
1780302435.394,61442,13,1,27,3,7048.0,15288.0,3.3,0.0,0,5,0,0,0,2.0,34.0,PERFORMANCE,1.0,ZMQ,001010000000007,19.023,0.007,0.0153
1780302435.394,61443,15,1,28,4,213664.0,208936.0,4.1,0.0,0,160,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,19.023,0.2137,0.2089
1780302436.395,17921,15,1,27,27,539640.0,4583216.0,30.2,-19.9,0,143,1,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,20.024,0.5396,4.5832
1780302436.395,17922,9,1,15,27,94848.0,238336.0,29.9,-12.9,0,98,1,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,20.024,0.0948,0.2383
1780302436.395,17924,5,1,15,26,6128072.0,366592.0,30.0,-14.3,0,858,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,20.024,6.1281,0.3666
1780302436.395,61441,15,1,27,4,137840.0,1351488.0,3.0,-0.0,0,96,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,20.024,0.1378,1.3515
1780302436.395,61442,13,1,27,2,9720.0,22904.0,3.1,0.0,0,7,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,20.024,0.0097,0.0229
1780302436.395,61443,15,1,28,4,203360.0,203296.0,4.1,-0.0,0,152,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,20.024,0.2034,0.2033
1780302437.397,17921,15,1,27,27,537320.0,4644048.0,30.3,-19.8,0,143,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,21.026,0.5373,4.644
1780302437.397,17922,9,1,14,27,96432.0,243200.0,31.9,-13.5,0,101,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,21.026,0.0964,0.2432
1780302437.397,17924,5,1,15,26,7219200.0,325504.0,29.7,-17.0,0,1000,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,21.026,7.2192,0.3255
1780302437.397,61441,15,1,27,4,137840.0,1351488.0,3.0,-0.0,0,96,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,21.026,0.1378,1.3515
1780302437.397,61442,13,1,27,2,9720.0,22904.0,3.1,0.0,0,7,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,21.026,0.0097,0.0229
1780302437.397,61443,15,1,28,4,203360.0,203296.0,4.1,-0.0,0,152,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,21.026,0.2034,0.2033
1780302438.398,17921,15,1,27,27,551864.0,4652408.0,30.2,-19.8,0,152,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,22.027,0.5519,4.6524
1780302438.398,17922,9,1,15,27,99112.0,243200.0,32.2,-13.4,0,101,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,22.027,0.0991,0.2432
1780302438.398,17924,5,1,15,25,5966008.0,338024.0,26.6,-17.2,0,834,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,22.027,5.966,0.338
1780302438.398,61441,15,1,28,4,147696.0,1404840.0,2.8,-0.0,0,103,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,22.027,0.1477,1.4048
1780302438.398,61442,13,1,26,3,6920.0,18504.0,2.9,0.0,0,5,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,22.027,0.0069,0.0185
1780302438.398,61443,15,1,28,4,212952.0,211760.0,4.5,0.0,0,159,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,22.027,0.213,0.2118
1780302439.405,17921,15,1,27,27,535184.0,4605480.0,30.2,-19.8,0,141,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,23.034,0.5352,4.6055
1780302439.405,17922,9,1,15,27,97312.0,233472.0,32.0,-13.5,0,98,2,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,23.034,0.0973,0.2335
1780302439.405,17924,5,1,15,26,6667616.0,286464.0,27.9,-17.2,0,929,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,23.034,6.6676,0.2865
1780302439.405,61441,15,1,28,4,128992.0,1397152.0,2.8,-0.0,0,93,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,23.034,0.129,1.3972
1780302439.405,61442,15,1,27,3,9464.0,23640.0,3.9,0.0,0,7,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,23.034,0.0095,0.0236
1780302439.405,61443,13,1,28,4,205680.0,194496.0,4.2,0.0,0,154,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,23.034,0.2057,0.1945
1780302440.404,17921,15,1,27,27,534448.0,4669920.0,30.3,-19.8,0,141,0,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,24.033,0.5344,4.6699
1780302440.404,17922,9,1,15,27,99384.0,243200.0,32.1,-13.5,0,101,0,0,0,2.0,31.0,PERFORMANCE,1.0,RF,001010000000004,24.033,0.0994,0.2432
1780302440.404,17924,5,1,15,26,5892392.0,341976.0,27.8,-17.1,0,824,0,0,0,0.0,16.0,BUSINESS,2.0,RF,001010000000003,24.033,5.8924,0.342
1780302440.404,61441,15,1,28,4,130544.0,1408128.0,2.8,-0.0,0,95,0,0,0,2.0,35.0,CRITICAL,0.0,ZMQ,001010000000006,24.033,0.1305,1.4081
1780302440.404,61442,15,1,27,7,7176.0,21264.0,4.5,0.0,0,5,0,0,0,2.0,31.0,PERFORMANCE,1.0,ZMQ,001010000000007,24.033,0.0072,0.0213
1780302440.404,61443,15,1,28,4,210960.0,211040.0,4.3,0.0,0,158,0,0,0,0.0,30.0,BUSINESS,2.0,ZMQ,001010000000008,24.033,0.211,0.211
1780302441.406,17921,15,1,26,27,540232.0,4364464.0,30.4,-19.8,0,148,2,0,0,2.0,51.0,CRITICAL,0.0,RF,001010000000005,25.035,0.5402,4.3645
