timestamp,rnti,cqi,ri,dl_mcs,ul_mcs,dl_brate_bps,ul_brate_bps,pusch_snr_db,pusch_rsrp_db,phr,dl_nof_ok,dl_nof_nok,dl_latency_us,ul_latency_us,prb_min,prb_max,slice_name,f1ap_id
1779809745.55,17926,5,1,15,27,2995624.0,541952.0,30.2,-14.3,0,900,0,0,0,0,14,BUSINESS,2
1779809746.549,17922,13,1,26,27,180768.0,243200.0,27.7,-19.8,0,100,1,0,0,4,42,CRITICAL,0
1779809746.549,17924,13,1,24,27,529608.0,4039680.0,33.1,-13.3,0,190,2,0,0,4,42,PERFORMANCE,1
1779809746.549,17926,5,1,15,27,2929336.0,403328.0,30.6,-13.7,0,881,0,0,0,0,14,BUSINESS,2
1779809747.549,17922,13,1,26,27,180896.0,241920.0,27.2,-19.8,0,100,1,0,0,4,42,CRITICAL,0
1779809747.549,17924,13,1,25,27,520400.0,3858432.0,32.9,-12.7,0,181,0,0,0,4,42,PERFORMANCE,1
1779809747.549,17926,5,1,15,27,2724336.0,555520.0,30.6,-13.7,0,824,0,0,0,0,14,BUSINESS,2
1779809748.549,17922,13,1,26,26,180640.0,238592.0,26.5,-20.5,0,100,0,0,0,4,42,CRITICAL,0
1779809748.549,17924,13,1,24,27,515775.99999999994,3877888.0,32.3,-13.6,0,181,3,0,0,4,42,PERFORMANCE,1
1779809748.549,17926,5,1,15,27,3047488.0,427520.0,29.8,-13.1,0,922,1,0,0,0,14,BUSINESS,2
1779809749.549,17922,13,1,26,27,185808.0,236160.0,26.6,-20.6,0,102,0,0,0,4,42,CRITICAL,0
1779809749.549,17924,13,1,24,27,536648.0,4006656.0,32.1,-14.1,0,192,1,0,0,4,42,PERFORMANCE,1
1779809749.549,17926,5,1,15,27,2718136.0,482944.0,29.5,-13.0,0,822,0,0,0,0,14,BUSINESS,2
1779809750.55,17922,13,1,26,26,180768.0,243712.0,26.6,-20.8,0,100,0,0,0,4,42,CRITICAL,0
1779809750.55,17924,13,1,25,27,534072.0,3979648.0,32.9,-13.1,0,187,2,0,0,4,42,PERFORMANCE,1
1779809750.55,17926,5,1,15,27,3219040.0,374144.0,29.7,-15.9,0,962,0,0,0,0,14,BUSINESS,2
1779809751.55,17922,13,1,26,27,180640.0,241280.0,27.0,-20.4,0,100,0,0,0,4,42,CRITICAL,0
1779809751.55,17924,13,1,25,27,505192.0,3904000.0,33.2,-13.1,0,174,2,0,0,4,42,PERFORMANCE,1
1779809751.55,17926,5,1,15,27,3215088.0,380928.0,30.4,-14.6,0,962,0,0,0,0,14,BUSINESS,2
1779809752.549,17922,13,1,27,26,186400.0,238848.0,26.6,-21.0,0,100,0,0,0,4,42,CRITICAL,0
1779809752.549,17924,13,1,24,27,529536.0,4143359.9999999995,33.3,-12.9,0,184,2,0,0,4,42,PERFORMANCE,1
1779809752.549,17926,5,1,15,27,3204120.0,440064.0,29.9,-15.6,0,959,0,0,0,0,14,BUSINESS,2
1779809753.55,17922,13,1,27,26,186400.0,238208.0,26.5,-21.1,0,100,0,0,0,4,42,CRITICAL,0
1779809753.55,17924,13,1,24,27,513576.0,3909760.0,33.4,-12.7,0,180,2,0,0,4,42,PERFORMANCE,1
1779809753.55,17926,5,1,15,27,3208112.0,399232.0,30.1,-14.7,0,960,0,0,0,0,14,BUSINESS,2
1779809754.549,17922,13,1,26,26,182560.0,239104.0,26.5,-21.0,0,100,2,0,0,4,42,CRITICAL,0
1779809754.549,17924,13,1,24,27,509704.0,3786752.0,33.5,-12.7,0,176,1,0,0,4,42,PERFORMANCE,1
1779809754.549,17926,5,1,15,27,2490928.0,443264.0,30.3,-14.7,0,756,0,0,0,0,14,BUSINESS,2
1779809755.549,17922,13,1,26,26,180512.0,238976.0,26.6,-21.0,0,100,0,0,0,4,42,CRITICAL,0
1779809755.549,17924,13,1,24,27,523607.99999999994,4071680.0,33.5,-12.6,0,178,3,0,0,4,42,PERFORMANCE,1
1779809755.549,17926,5,1,15,27,3193624.0,450688.0,30.0,-14.3,0,957,0,0,0,0,14,BUSINESS,2
1779809756.549,17922,13,1,26,26,181024.0,238976.0,26.6,-20.6,0,100,1,0,0,4,42,CRITICAL,0
1779809756.549,17924,13,1,24,27,493624.0,3790592.0,33.4,-12.5,0,170,4,0,0,4,42,PERFORMANCE,1
1779809756.549,17926,5,1,15,27,3220512.0,435200.0,30.3,-15.1,0,964,0,0,0,0,14,BUSINESS,2
1779809757.549,17922,13,1,26,26,182560.0,237696.0,26.3,-21.3,0,100,0,0,0,4,42,CRITICAL,0
1779809757.549,17924,13,1,24,27,517152.00000000006,3793536.0,33.1,-13.0,0,181,2,0,0,4,42,PERFORMANCE,1
1779809757.549,17926,5,1,15,27,3212608.0,368384.0,29.9,-15.2,0,960,0,0,0,0,14,BUSINESS,2
1779809758.551,17922,13,1,27,26,184992.0,238592.0,26.5,-21.1,0,100,1,0,0,4,42,CRITICAL,0
1779809758.551,17924,13,1,24,27,517015.99999999994,3862400.0,33.2,-13.0,0,179,0,0,0,4,42,PERFORMANCE,1
1779809758.551,17926,5,1,15,27,2729368.0,416896.0,30.2,-14.7,0,830,0,0,0,0,14,BUSINESS,2
1779809759.55,17922,13,1,26,26,180512.0,236800.0,26.4,-20.9,0,100,4,0,0,4,42,CRITICAL,0
1779809759.55,17924,13,1,24,27,503192.0,3881728.0,32.9,-13.0,0,174,0,0,0,4,42,PERFORMANCE,1
1779809759.55,17926,5,1,15,27,2840664.0,513792.00000000006,30.7,-13.6,0,857,0,0,0,0,14,BUSINESS,2
1779809760.549,17922,13,1,25,27,175776.0,241792.0,27.5,-19.8,0,100,3,0,0,4,42,CRITICAL,0
1779809760.549,17924,13,1,24,27,509080.0,3812864.0,32.7,-13.6,0,179,2,0,0,4,42,PERFORMANCE,1
1779809760.549,17926,5,1,15,27,3098744.0,564096.0,30.3,-13.3,0,929,0,0,0,0,14,BUSINESS,2
1779809761.549,17922,13,1,25,27,175648.0,244864.0,27.9,-19.1,0,100,2,0,0,4,42,CRITICAL,0
1779809761.549,17924,13,1,24,27,505576.0,3764352.0,32.6,-13.8,0,174,1,0,0,4,42,PERFORMANCE,1
1779809761.549,17926,5,1,15,27,2807024.0,474112.0,30.6,-12.0,0,849,0,0,0,0,14,BUSINESS,2
1779809762.551,17922,13,1,25,27,174112.0,243072.0,28.1,-19.0,0,100,0,0,0,4,42,CRITICAL,0
1779809762.551,17924,13,1,24,27,492808.0,3778944.0,32.5,-13.8,0,167,1,0,0,4,42,PERFORMANCE,1
1779809762.551,17926,5,1,15,27,3018840.0,398464.0,30.7,-12.1,0,906,0,0,0,0,14,BUSINESS,2
1779809763.55,17922,13,1,25,27,175136.0,243200.0,27.9,-19.2,0,100,0,0,0,4,42,CRITICAL,0
1779809763.55,17924,13,1,24,27,522640.0,3863424.0,32.6,-13.8,0,184,4,0,0,4,42,PERFORMANCE,1
1779809763.55,17926,5,1,15,27,3033104.0,407168.0,30.8,-12.6,0,909,0,0,0,0,14,BUSINESS,2
1779809764.55,17922,13,1,26,27,177696.0,243072.0,27.9,-19.3,0,100,1,0,0,4,42,CRITICAL,0
1779809764.55,17924,13,1,24,27,506960.0,3808896.0,32.5,-14.0,0,178,1,0,0,4,42,PERFORMANCE,1
1779809764.55,17926,5,1,15,27,3110512.0,412032.0,30.8,-12.2,0,932,0,0,0,0,14,BUSINESS,2
1779809765.55,17922,13,1,26,27,178976.0,243200.0,28.0,-19.3,0,100,0,0,0,4,42,CRITICAL,0
1779809765.55,17924,13,1,24,27,520775.99999999994,3791616.0,32.4,-14.1,0,179,1,0,0,4,42,PERFORMANCE,1
1779809765.55,17926,5,1,15,27,2779592.0,426624.0,30.9,-12.2,0,839,0,0,0,0,14,BUSINESS,2
